No.,Time,Source,Destination,Protocol,Length,Rank,Info,Interval,SDAO,RDAO,RDIO,SDIO,label
9538,64.676,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9539,64.676,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9540,64.676,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9541,64.709,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9542,64.709,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9543,64.709,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9544,64.709,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9545,64.71,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9546,64.71,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9547,64.71,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9548,64.739,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9549,64.74,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9550,64.74,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9551,64.74,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9552,64.741,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9553,64.741,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9554,64.741,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9555,64.741,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9556,64.742,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9557,64.742,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9558,64.774,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9559,64.774,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9560,64.774,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9561,64.775,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9562,64.809,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9563,64.809,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9564,64.81,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9565,64.81,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9566,64.81,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9567,64.81,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9568,64.812,fe80::212:7419:19:1919,fe80::212:7413:13:1313,ICMPv6,60,,RPL Control (Destination Advertisement Object),64,37,80,0,0,normal
9569,64.812,,,IEEE 802.15.4,5,,Ack,64,0,0,0,0,normal
9570,64.842,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9571,64.842,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9572,64.842,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9573,64.843,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9574,64.86,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9575,64.893,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9576,64.893,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9577,64.893,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9578,64.894,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9579,64.921,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9580,64.921,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9581,64.922,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9582,64.922,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9583,64.922,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9584,64.937,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9585,64.964,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9586,64.964,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9587,64.964,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9588,64.964,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9589,64.965,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9590,64.997,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),64,1,0,26,3,normal
9591,64.997,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9592,64.997,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),64,1,0,26,3,normal
9593,64.998,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9594,64.998,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),64,1,0,26,3,normal
9595,64.998,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),64,0,0,26,23,normal
9596,65.029,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9597,65.029,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),65,0,0,61,6,normal
9598,65.029,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9599,65.03,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),65,0,0,61,6,normal
9600,65.03,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9601,65.03,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),65,0,0,61,6,normal
9602,65.03,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9603,65.031,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),65,0,0,61,6,normal
9604,65.031,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9605,65.031,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),65,0,0,61,6,normal
9606,65.064,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9607,65.064,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,1254,RPL Control (DODAG Information Object),65,0,0,61,6,normal
9608,65.065,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9609,65.065,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9610,65.087,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9611,65.088,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9612,65.14,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9613,65.141,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9614,65.141,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9615,65.141,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9616,65.141,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9617,65.142,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9618,65.142,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9619,65.142,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9620,65.143,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9621,65.175,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9622,65.175,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9623,65.175,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9624,65.176,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9625,65.219,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9626,65.219,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9627,65.219,fe80::212:740f:f:f0f,ff02::1a,ICMPv6,97,512,RPL Control (DODAG Information Object),65,1,0,61,26,normal
9628,65.285,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9629,65.286,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9630,65.286,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9631,65.286,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9632,65.286,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9633,65.286,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9634,65.287,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9635,65.317,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9636,65.318,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9637,65.318,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9638,65.318,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9639,65.32,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9640,65.32,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9641,65.341,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9642,65.341,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9643,65.342,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9644,65.342,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9645,65.342,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9646,65.363,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9647,65.364,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9648,65.365,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9649,65.365,fe80::212:7413:13:1313,fe80::212:740f:f:f0f,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,22,22,0,0,normal
9650,65.368,,,IEEE 802.15.4,5,,Ack,65,0,0,0,0,normal
9651,65.395,fe80::212:740f:f:f0f,fe80::212:740e:e:e0e,ICMPv6,60,,RPL Control (Destination Advertisement Object),65,1,1,0,26,normal
9652,65.395,,,IEEE 802.15.4,5,,Ack,65,0,0,0,0,normal
9653,65.747,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9654,65.748,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9655,65.748,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9656,65.748,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9657,65.748,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9658,65.749,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9659,65.749,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9660,65.771,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9661,65.796,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9662,65.796,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9663,65.796,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9664,65.796,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9665,65.814,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9666,65.814,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9667,65.84,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9668,65.84,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9669,65.841,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9670,65.875,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9671,65.875,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9672,65.875,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9673,65.897,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9674,65.897,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9675,65.898,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9676,65.927,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9677,65.927,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9678,65.927,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9679,65.927,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9680,65.928,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9681,65.959,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1135,RPL Control (DODAG Information Object),65,0,0,61,29,normal
9682,66.15,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9683,66.15,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9684,66.15,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9685,66.19,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9686,66.19,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9687,66.191,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9688,66.191,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9689,66.191,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9690,66.208,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9691,66.208,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9692,66.241,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9693,66.241,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9694,66.241,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9695,66.242,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9696,66.242,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9697,66.242,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9698,66.242,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9699,66.278,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9700,66.28,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9701,66.3,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9702,66.301,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9703,66.301,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9704,66.323,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9705,66.323,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9706,66.324,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9707,66.324,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9708,66.347,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9709,66.348,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9710,66.348,fe80::212:741a:1a:1a1a,ff02::1a,ICMPv6,97,1488,RPL Control (DODAG Information Object),66,0,0,29,29,normal
9711,66.533,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,8,29,0,0,normal
9712,66.534,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,8,29,0,0,normal
9713,66.534,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,8,29,0,0,normal
9714,66.534,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,8,29,0,0,normal
9715,66.535,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,8,29,0,0,normal
9716,66.535,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,8,29,0,0,normal
9717,66.535,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,8,29,0,0,normal
9718,66.535,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,8,29,0,0,normal
9719,66.536,,,IEEE 802.15.4,5,,Ack,66,0,0,0,0,normal
9720,66.597,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,1,1,0,0,normal
9721,66.598,,,IEEE 802.15.4,5,,Ack,66,0,0,0,0,normal
9722,66.885,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,21,29,0,0,normal
9723,66.885,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,21,29,0,0,normal
9724,66.902,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,21,29,0,0,normal
9725,66.903,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,21,29,0,0,normal
9726,66.903,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,21,29,0,0,normal
9727,66.935,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,21,29,0,0,normal
9728,66.935,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,21,29,0,0,normal
9729,66.936,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,21,29,0,0,normal
9730,66.936,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,21,29,0,0,normal
9731,66.936,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,21,29,0,0,normal
9732,66.936,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,21,29,0,0,normal
9733,66.937,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,21,29,0,0,normal
9734,66.937,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,21,29,0,0,normal
9735,66.937,fe80::212:7406:6:606,fe80::212:7402:2:202,ICMPv6,60,,RPL Control (Destination Advertisement Object),66,21,29,0,0,normal
