No.,Time,Source,Destination,Protocol,Length,Rank,RPLInstanceID,DODAGID,Info
3085,28.814,2002:db8::212:740d:d:d0d,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3086,28.814,2002:db8::212:740d:d:d0d,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3087,28.814,2002:db8::212:740d:d:d0d,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3088,28.814,2002:db8::212:740d:d:d0d,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3089,28.815,2002:db8::212:740d:d:d0d,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3090,28.822,2002:db8::212:740d:d:d0d,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3091,28.823,2002:db8::212:740d:d:d0d,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3092,28.823,2002:db8::212:740d:d:d0d,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3093,28.823,,,IEEE 802.15.4,5,,,,Ack
3094,28.824,2002:db8::212:740d:d:d0d,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3095,28.824,,,IEEE 802.15.4,5,,,,Ack
3096,29.099,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3097,29.1,,,IEEE 802.15.4,5,,,,Ack
3098,29.1,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3099,29.1,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3100,29.1,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3101,29.101,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3102,29.171,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3103,29.171,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3104,29.172,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3105,29.172,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3106,29.172,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3107,29.172,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3108,29.173,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3109,29.173,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3110,29.173,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3111,29.173,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3112,29.174,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3113,29.174,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3114,29.174,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3115,29.175,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3116,29.175,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3117,29.175,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3118,29.175,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3119,29.176,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3120,29.176,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3121,29.176,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3122,29.176,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3123,29.177,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3124,29.177,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3125,29.177,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3126,29.177,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3127,29.177,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3128,29.178,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3129,29.191,fe80::212:740d:d:d0d,fe80::212:740a:a:a0a,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3130,29.273,,,IEEE 802.15.4,5,,,,Ack
3131,29.273,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3132,29.273,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3133,29.273,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3134,29.274,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3135,29.274,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3136,29.274,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3137,29.275,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3138,29.275,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3139,29.275,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3140,29.275,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3141,29.275,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3142,29.276,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3143,29.276,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3144,29.276,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3145,29.276,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3146,29.302,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3147,29.303,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3148,29.303,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3149,29.303,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3150,29.304,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3151,29.304,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3152,29.304,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3153,29.304,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3154,29.305,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3155,29.305,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3156,29.305,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3157,29.305,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3158,29.306,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3159,29.306,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3160,29.306,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3161,29.306,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3162,29.307,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3163,29.307,fe80::212:740a:a:a0a,fe80::212:7404:4:404,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3164,29.307,,,IEEE 802.15.4,5,,,,Ack
3165,29.377,fe80::212:7404:4:404,fe80::212:7401:1:101,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
3166,29.378,,,IEEE 802.15.4,5,,,,Ack
3167,29.675,2002:db8::212:7402:2:202,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3168,29.675,,,IEEE 802.15.4,5,,,,Ack
3169,29.734,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3170,29.735,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3171,29.74,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3172,29.741,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3173,29.741,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3174,29.741,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3175,29.742,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3176,29.742,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3177,29.818,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3178,29.819,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3179,29.819,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3180,29.819,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3181,29.819,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3182,29.82,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3183,29.82,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3184,29.82,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3185,29.821,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3186,29.821,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3187,29.821,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3188,29.821,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3189,29.822,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3190,29.822,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3191,29.915,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3192,29.915,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3193,29.916,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3194,29.916,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3195,29.916,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3196,29.916,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3197,29.917,fe80::212:7409:9:909,ff02::1a,ICMPv6,97,770,30,aaaa::1,RPL Control (DODAG Information Object)
3198,30.222,2002:db8::212:740a:a:a0a,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3199,30.222,2002:db8::212:740a:a:a0a,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3200,30.222,,,IEEE 802.15.4,5,,,,Ack
3201,30.222,2002:db8::212:740a:a:a0a,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3202,30.223,,,IEEE 802.15.4,5,,,,Ack
3203,30.363,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3204,30.363,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3205,30.364,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3206,30.364,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3207,30.364,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3208,30.364,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3209,30.365,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3210,30.365,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3211,30.366,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3212,30.446,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3213,30.446,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3214,30.446,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3215,30.446,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3216,30.447,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3217,30.447,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3218,30.447,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3219,30.447,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3220,30.448,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3221,30.448,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3222,30.449,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3223,30.449,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3224,30.449,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3225,30.449,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3226,30.45,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3227,30.573,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3228,30.574,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3229,30.574,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3230,30.574,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3231,30.575,fe80::212:7407:7:707,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3232,31.139,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3233,31.14,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3234,31.14,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3235,31.14,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3236,31.14,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3237,31.141,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3238,31.141,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3239,31.141,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3240,31.225,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3241,31.225,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3242,31.226,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3243,31.226,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3244,31.226,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3245,31.226,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3246,31.227,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3247,31.227,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3248,31.227,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3249,31.227,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3250,31.228,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3251,31.228,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3252,31.228,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3253,31.229,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3254,31.229,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3255,31.305,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3256,31.305,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3257,31.306,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3258,31.306,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3259,31.306,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3260,31.306,fe80::212:7405:5:505,ff02::1a,ICMPv6,97,1026,30,aaaa::1,RPL Control (DODAG Information Object)
3261,31.491,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3262,31.492,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3263,31.492,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3264,31.492,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3265,31.492,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3266,31.493,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3267,31.493,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3268,31.493,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3269,31.494,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3270,31.494,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3271,31.494,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3272,31.494,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3273,31.56,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3274,31.561,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3275,31.561,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3276,31.561,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3277,31.561,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3278,31.562,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3279,31.562,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3280,31.562,,,IEEE 802.15.4,5,,,,Ack
3281,31.563,2002:db8::212:740b:b:b0b,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3282,31.563,,,IEEE 802.15.4,5,,,,Ack
3283,31.843,2002:db8::212:7404:4:404,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3284,31.844,,,IEEE 802.15.4,5,,,,Ack
3285,32.452,2002:db8::212:7406:6:606,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3286,32.452,2002:db8::212:7406:6:606,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3287,32.452,2002:db8::212:7406:6:606,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3288,32.453,2002:db8::212:7406:6:606,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3289,32.453,2002:db8::212:7406:6:606,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3290,32.453,2002:db8::212:7406:6:606,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3291,32.454,2002:db8::212:7406:6:606,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3292,32.454,2002:db8::212:7406:6:606,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3293,32.454,2002:db8::212:7406:6:606,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3294,32.454,2002:db8::212:7406:6:606,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3295,32.455,2002:db8::212:7406:6:606,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3296,32.455,2002:db8::212:7406:6:606,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3297,32.455,2002:db8::212:7406:6:606,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3298,32.455,,,IEEE 802.15.4,5,,,,Ack
3299,32.515,2002:db8::212:7406:6:606,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3300,32.516,,,IEEE 802.15.4,5,,,,Ack
3301,32.869,2002:db8::212:7405:5:505,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3302,32.869,2002:db8::212:7405:5:505,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3303,32.869,2002:db8::212:7405:5:505,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3304,32.87,2002:db8::212:7405:5:505,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
3305,32.87,,,IEEE 802.15.4,5,,,,Ack
3306,32.935,2002:db8::212:7405:5:505,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3307,32.936,2002:db8::212:7405:5:505,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3308,32.936,2002:db8::212:7405:5:505,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3309,32.936,2002:db8::212:7405:5:505,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3310,32.936,2002:db8::212:7405:5:505,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3311,32.937,2002:db8::212:7405:5:505,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3312,32.937,2002:db8::212:7405:5:505,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3313,32.937,2002:db8::212:7405:5:505,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3314,32.941,2002:db8::212:7405:5:505,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
3315,32.942,2002:db8::212:7405:5:505,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
